[2025-07-12 08:50:42] login_failed | IP: ::1 | User: Guest | Email: admin@axiom.local from IP: ::1 (Attempt: 1) | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 08:50:50] login_failed | IP: ::1 | User: Guest | Email: admin@axiom.local from IP: ::1 (Attempt: 2) | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 08:52:10] login_failed | IP: ::1 | User: Guest | Email: admin@axiom.local from IP: ::1 (Attempt: 3) | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 08:58:54] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 08:59:15] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:01:20] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:03:11] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:03:14] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:06:02] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:06:04] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:41] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:41] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:41] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:42] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:42] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:42] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:42] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:09:55] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:18:21] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
[2025-07-12 09:19:05] login_rate_limit | IP: ::1 | User: Guest | Too many attempts from IP: ::1 | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
